Mod:Item:MetaData, Localized Name
hammercore:emerald_bordered_cobblestone, Emerald-Bordered Cobblestone
hammercore:quartz_bordered_cobblestone, Quartz-Bordered Cobblestone
hammercore:manual, Hammer Core Manual
botanicadds:mana_tesseract, Mana Tesseract
botanicadds:terra_catalyst, Terra Catalyst
botanicadds:dreamrock, Dreamrock
botanicadds:mana_lapis_block, Mana Lapis Block
botanicadds:elven_lapis_block, Elven Lapis Block
botanicadds:elvenwood_log, Elvenwood Log
botanicadds:elven_altar, Elven Altar
botanicadds:pool_dreaming, Dreaming Mana Pool
botanicadds:gaia_plate, Gaia Agglomeration Plate
botanicadds:gaiasteel_block, Gaiasteel Block
botanicadds:rune_tp, Rune of Teleportation
botanicadds:rune_energy, Rune of Energy
botanicadds:mana_lapis, Mana Lapis
botanicadds:elven_lapis, Elven Lapis
botanicadds:gaia_shard, Gaia Shard
botanicadds:gaiasteel_ingot, Gaiasteel Ingot
botanicadds:terra_protector, Terra Protector
botanicadds:ring_aura_gaia, Gaia Band of Aura
botanicadds:mana_stealer_sword, Mana Stealing Blade
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
eternalsingularity:eternal_singularity, item.null.name
eternalsingularity:combined_singularity:0, Nitronic Singularity
eternalsingularity:combined_singularity:1, Psychotic Singularity
eternalsingularity:combined_singularity:2, Sphaghettic Singularity
eternalsingularity:combined_singularity:3, Pneumatic Singularity
eternalsingularity:combined_singularity:4, Cryptic Singularity
eternalsingularity:combined_singularity:5, Historic Singularity
eternalsingularity:combined_singularity:6, Meteoric Singularity
eternalsingularity:combined_singularity:7, Gastronomic Singularity
eternalsingularity:combined_singularity:8, Chromatic Singularity
eternalsingularity:combined_singularity:9, Prismatic Singularity
eternalsingularity:combined_singularity:10, Robotic Singularity
eternalsingularity:combined_singularity:11, Galactic Singularity
eternalsingularity:combined_singularity:12, Hydrolic Singularity
eternalsingularity:combined_singularity:13, Geologic Singularity
eternalsingularity:combined_singularity:14, Angelic Singularity
eternalsingularity:combined_singularity:15, Chronic Singularity
extrautils2:snowglobe:0, Magical Snow Globe
extrautils2:snowglobe:1, Magical Snow Globe
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:unstableingots:0, Unstable Ingot
extrautils2:unstableingots:1, Stable-'Unstable Nugget'
extrautils2:unstableingots:2, Stable-'Unstable Ingot'
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
improvedbackpacks:backpack, Backpack
improvedbackpacks:bound_leather, Bound Leather
improvedbackpacks:tanned_leather, Tanned Leather
improvedbackpacks:blank_upgrade, Blank Upgrade
improvedbackpacks:upgrade:0, Storage Upgrade (Wood)
improvedbackpacks:upgrade:1, Storage Upgrade (Stone)
improvedbackpacks:upgrade:2, Storage Upgrade (Iron)
improvedbackpacks:upgrade:3, Storage Upgrade (Gold)
improvedbackpacks:upgrade:4, Storage Upgrade (Diamond)
improvedbackpacks:ender_backpack, Ender Backpack
naturesaura:ancient_log, Ancient Log
naturesaura:ancient_bark, Ancient Bark
naturesaura:ancient_planks, Ancient Planks
naturesaura:ancient_stairs, Ancient Wood Stairs
naturesaura:ancient_slab, Ancient Wood Slab
naturesaura:ancient_slab_double, Ancient Wood Double Slab
naturesaura:ancient_leaves, Ancient Leaves
naturesaura:ancient_sapling, Ancient Sapling
naturesaura:nature_altar, Natural Altar
naturesaura:decayed_leaves, Decayed Leaves
naturesaura:golden_leaves, Golden Leaves
naturesaura:gold_powder, Gold Powder
naturesaura:wood_stand, Wooden Stand
naturesaura:infused_stone, Infused Rock
naturesaura:infused_stairs, Infused Rock Stairs
naturesaura:infused_slab, Infused Rock Slab
naturesaura:infused_slab_double, Infused Rock Double Slab
naturesaura:infused_brick, Infused Brick
naturesaura:infused_brick_stairs, Infused Brick Stairs
naturesaura:infused_brick_slab, Infused Brick Slab
naturesaura:infused_brick_slab_double, Infused Brick Double Slab
naturesaura:furnace_heater, Extraneous Firestarter
naturesaura:potion_generator, Lingering Absorber
naturesaura:aura_detector, Aura Detector
naturesaura:conversion_catalyst, Transmutation Catalyst
naturesaura:crushing_catalyst, Crumbling Catalyst
naturesaura:flower_generator, Herbivorous Absorber
naturesaura:placer, Imperceptible Builder
naturesaura:hopper_upgrade, Hopper Enhancement
naturesaura:field_creator, Aura Field Creator
naturesaura:oak_generator, Canopy Diminisher
naturesaura:infused_iron_block, Infused Iron Block
naturesaura:offering_table, Offering Table
naturesaura:pickup_stopper, Item Grounder
naturesaura:spawn_lamp, Lamp of Sanctuary
naturesaura:animal_generator, Disentangler of Mortals
naturesaura:end_flower, Rose of Oblivion
naturesaura:grated_chute, Adept Hopper
naturesaura:animal_spawner, Altar of Birthing
naturesaura:auto_crafter, Automatic Constructor
naturesaura:gold_brick, Golden Stone Bricks
naturesaura:rf_converter, Energetic Aura Forge
naturesaura:moss_generator, Swamp Homi
naturesaura:time_changer, Shifting Sundial
naturesaura:generator_limit_remover, Creational Catalyst
naturesaura:ender_crate, Ender Crate
naturesaura:powder_placer, Powder Manipulator
naturesaura:firework_generator, Firecracker Gaze
naturesaura:projectile_generator, Shooting Mark
naturesaura:chunk_loader, World Eye
naturesaura:dimension_rail_overworld, Rail of the Overworld
naturesaura:dimension_rail_nether, Rail of the Nether
naturesaura:dimension_rail_end, Rail of the End
naturesaura:infused_iron_pickaxe, Botanist's Pickaxe
naturesaura:infused_iron_axe, Botanist's Handaxe
naturesaura:infused_iron_shovel, Botanist's Shovel
naturesaura:infused_iron_hoe, Botanist's Hoe
naturesaura:infused_iron_sword, Botanist's Blade
naturesaura:infused_iron_helmet, Botanist's Headwear
naturesaura:infused_iron_chest, Botanist's Chestplate
naturesaura:infused_iron_pants, Botanist's Leggings
naturesaura:infused_iron_shoes, Botanist's Shoes
naturesaura:eye, Environmental Eye
naturesaura:eye_improved, Environmental Ocular
naturesaura:gold_fiber, Brilliant Fiber
naturesaura:gold_leaf, Gold Leaf
naturesaura:infused_iron, Infused Iron
naturesaura:ancient_stick, Ancient Wood Rod
naturesaura:color_changer, Bucket of Infinite Color
naturesaura:aura_cache, Aura Cache
naturesaura:aura_trove, Aura Trove
naturesaura:shockwave_creator, Amulet of Wrath
naturesaura:multiblock_maker, Multiblock Maker
naturesaura:bottle_two_the_rebottling, Bottle and Cork
naturesaura:aura_bottle, item.naturesaura.aura_bottle.name
naturesaura:farming_stencil, Farming Stencil
naturesaura:sky_ingot, Ingot of the Skies
naturesaura:calling_spirit, Spirit of Calling
naturesaura:effect_powder, item.naturesaura.effect_powder.name
naturesaura:birth_spirit, Spirit of Birthing
naturesaura:mover_cart, Aura Attraction Cart
naturesaura:range_visualizer, Mystical Magnifier
naturesaura:clock_hand, Hand of Time
naturesaura:token_joy, Token of Joy
naturesaura:token_fear, Token of Fear
naturesaura:token_anger, Token of Anger
naturesaura:token_sorrow, Token of Sorrow
naturesaura:token_euphoria, Token of Euphoria
naturesaura:token_terror, Token of Terror
naturesaura:token_rage, Token of Rage
naturesaura:token_grief, Token of Grief
naturesaura:ender_access, Ender Ocular
naturesaura:cave_finder, Staff of Shadows
nuclearcraft:ore:0, Copper Ore
nuclearcraft:ore:1, Tin Ore
nuclearcraft:ore:2, Lead Ore
nuclearcraft:ore:3, Thorium Ore
nuclearcraft:ore:4, Uranium Ore
nuclearcraft:ore:5, Boron Ore
nuclearcraft:ore:6, Lithium Ore
nuclearcraft:ore:7, Magnesium Ore
nuclearcraft:ingot_block:0, Copper Block
nuclearcraft:ingot_block:1, Tin Block
nuclearcraft:ingot_block:2, Lead Block
nuclearcraft:ingot_block:3, Thorium Block
nuclearcraft:ingot_block:4, Uranium Block
nuclearcraft:ingot_block:5, Boron Block
nuclearcraft:ingot_block:6, Lithium Block
nuclearcraft:ingot_block:7, Magnesium Block
nuclearcraft:ingot_block:8, Graphite Block
